"","x"
"2464",8.895437086
"2465",8.450530712
"2466",8.396516239
"2467",8.8718643
"2468",9.120827948
"2469",9.202415482
"2470",9.079252525
"2471",10.07320606
"2472",11.65397779
"2473",7.902245138
"2474",10.52401308
"2475",7.417791052
"2476",8.924044081
"2477",11.74431667
"2478",8.223369616
"2479",6.012047456
"2480",9.906940969
"2481",9.603565782
"2482",9.223568546
"2483",8.275202454
"2484",13.17366462
"2485",5.104865218
"2486",9.808210886
"2487",9.421467683
"2488",9.158090828
"2489",7.971610651
"2490",9.016567351
"2491",8.716775142
"2492",11.86051031
"2493",13.40790941
"2494",7.197951216
"2495",5.999700611
"2496",10.97363652
"2497",9.345876082
"2498",8.949763237
"2499",12.26680316
"2500",8.467315746
"2501",8.259135019
"2502",11.36623168
"2503",8.93536367
"2504",10.7706703
"2505",8.37214461
"2506",11.49918339
"2507",7.689684415
"2508",12.73189772
"2509",10.35738094
"2510",9.62868932
"2511",9.704145252
"2512",10.52260406
"2513",10.58408734
"2514",10.09746318
"2515",8.890964503
"2516",11.63578023
"2517",12.03777746
"2518",9.002241255
"2519",6.737815268
"2520",7.818168541
"2521",7.313115295
"2522",8.186400786
"2523",9.012092266
"2524",8.184452121
"2525",5.26124576
"2526",10.26017483
"2527",8.730287153
"2528",9.998852773
"2529",8.409402745
"2530",5.003591962
"2531",8.234410281
"2532",12.57197215
"2533",8.449568922
"2534",12.93227793
"2535",11.81641171
"2536",10.14379926
"2537",10.45578643
"2538",15.27185203
"2539",9.429590864
"2540",5.948716079
"2541",7.191346126
"2542",8.009375635
"2543",9.808885867
"2544",8.137482886
"2545",10.17070562
"2546",9.411635662
"2547",11.94800724
"2548",11.76101031
"2549",7.5711309
"2550",9.421469354
"2551",10.51246174
"2552",9.708374562
"2553",9.641390434
"2554",10.95126566
"2555",11.62730925
"2556",6.60250595
"2557",9.488408892
"2558",8.449633821
"2559",12.02035939
"2560",9.981956934
"2561",10.5277676
"2562",8.586860136
"2563",8.366726746
"2564",7.376822503
"2565",11.22035346
"2566",4.222652311
"2567",10.58939673
"2568",8.981834251
"2569",8.139340561
"2570",8.835810698
"2571",9.442623331
"2572",7.63081316
"2573",8.178965583
"2574",6.691723115
"2575",9.308652521
"2576",13.7451336
"2577",11.71681065
"2578",13.52146867
"2579",9.986498462
"2580",8.104014263
"2581",12.80830376
"2582",10.47081841
"2583",8.195737729
"2584",9.878578707
"2585",8.43905908
"2586",17.32588502
"2587",8.728384376
"2588",11.35996974
"2589",11.89380597
"2590",10.80789442
"2591",7.629210708
"2592",9.203525233
"2593",6.165197705
"2594",11.17174495
"2595",9.599343421
"2596",8.682402806
"2597",8.241412864
"2598",8.004887346
"2599",10.55843025
"2600",9.556749067
"2601",6.430316147
"2602",10.06776878
"2603",8.610705535
"2604",7.828060578
"2605",13.85093986
"2606",9.285770922
"2607",8.690428986
"2608",8.963297815
"2609",9.602237347
"2610",11.46940109
"2611",8.168780414
"2612",10.05293105
"2613",10.57422145
"2614",7.882820434
"2615",8.525303822
"2616",11.44735423
"2617",6.894188284
"2618",7.306912945
"2619",8.282677674
"2620",13.72363593
"2621",8.705144707
"2622",9.042566564
"2623",10.82176567
"2624",10.38680182
"2625",9.57141555
"2626",7.973085531
"2627",11.06993572
"2628",8.606249012
"2629",6.488348815
"2630",4.783593827
"2631",8.806034429
"2632",8.39080094
"2633",9.100099606
"2634",11.61751411
"2635",8.939703333
"2636",5.887629202
"2637",9.677259587
"2638",10.32715695
"2639",11.34562002
"2640",8.054716435
"2641",12.03369208
"2642",11.14248844
"2643",9.89494578
"2644",6.358137874
"2645",10.60426219
"2646",8.7499974
"2647",9.932974265
"2648",10.39198687
"2649",6.71839469
"2650",8.678086111
"2651",10.50242276
"2652",12.39186906
"2653",8.959023143
"2654",7.931104613
"2655",8.634294314
"2656",6.953819255
"2657",9.398096087
"2658",9.818546634
"2659",8.731961901
"2660",12.67710469
"2661",7.542363013
"2662",10.10686132
"2663",11.41423127
"2664",7.289441067
"2665",7.445130231
"2666",10.26399503
"2667",7.908158902
"2668",14.08538932
"2669",8.085610963
"2670",7.053603241
"2671",7.653153047
"2672",9.089959434
"2673",7.131089022
"2674",9.656101422
"2675",7.664198029
"2676",11.52102338
"2677",8.454514646
"2678",5.991270514
"2679",10.6466221
"2680",11.52385205
"2681",7.993500354
"2682",9.54781384
"2683",8.800222695
"2684",12.19123074
"2685",7.538678308
"2686",8.884928399
"2687",11.80688279
"2688",8.733495652
"2689",13.37408268
"2690",7.75074731
"2691",10.4543505
"2692",11.56105549
"2693",10.01069609
"2694",9.532202081
"2695",7.425490282
"2696",11.9675256
"2697",8.75824619
"2698",10.30696769
"2699",8.691305594
"2700",11.36725672
"2701",8.030480006
"2702",8.914941527
"2703",8.993323172
"2704",12.10249923
"2705",6.823139592
"2706",8.022523345
"2707",9.366480702
"2708",7.432238975
"2709",10.42518331
"2710",11.90152522
"2711",11.32927617
"2712",10.89470628
"2713",6.10434531
"2714",7.693845457
"2715",10.0301705
"2716",9.263677056
"2717",10.22034197
"2718",11.61260323
"2719",8.348113919
"2720",9.765247101
"2721",12.56362109
"2722",9.445822008
"2723",11.10961057
"2724",7.999934505
"2725",10.04469585
"2726",10.19889132
"2727",7.861639031
"2728",10.94652233
"2729",6.966237976
"2730",10.3809621
"2731",6.77463975
"2732",10.95040595
"2733",8.873501432
"2734",8.99014538
"2735",11.23357659
"2736",10.70365186
"2737",10.0143091
"2738",9.020300726
"2739",9.263734434
"2740",9.47363778
"2741",8.751050424
"2742",9.375322605
"2743",11.91407724
"2744",5.173564742
"2745",11.80953543
"2746",10.93811553
"2747",12.43776372
"2748",10.00965821
"2749",11.07462521
"2750",6.320122821
"2751",8.234289863
"2752",10.05748133
"2753",9.930224171
"2754",9.615940991
"2755",10.01977546
"2756",12.92663379
"2757",9.328231874
"2758",8.865735906
"2759",8.620797595
"2760",9.814383154
"2761",7.854790995
"2762",4.848783758
"2763",13.08563844
"2764",10.14844757
"2765",8.050527055
"2766",7.957219701
"2767",15.8824205
"2768",9.263111588
"2769",10.62027623
"2770",5.749735212
"2771",10.16044198
"2772",6.253505076
"2773",9.575008954
"2774",7.56719628
"2775",10.49606501
"2776",12.93723117
"2777",7.720188195
"2778",9.943540523
"2779",12.49472273
"2780",13.04734304
"2781",6.912861927
"2782",11.67244176
"2783",10.2877331
"2784",9.908606655
"2785",5.917476228
"2786",10.84570068
"2787",9.202722237
"2788",10.90006082
"2789",12.83809365
"2790",12.65864622
"2791",5.954187973
"2792",8.256349445
"2793",5.945052407
"2794",12.01466403
"2795",9.834417987
"2796",5.859414295
"2797",9.002632997
"2798",7.01418367
"2799",9.135895842
"2800",11.55021324
"2801",9.560823394
"2802",8.999562521
"2803",8.546362999
"2804",7.220663876
"2805",9.894439034
"2806",10.27647284
"2807",6.536646474
"2808",11.99306022
"2809",9.106960237
"2810",8.633103142
"2811",8.734520756
"2812",9.13791845
"2813",11.34882368
"2814",10.38486413
"2815",11.72051987
"2816",9.862232113
"2817",14.69094811
"2818",12.99368674
"2819",8.761694232
"2820",8.391800549
"2821",9.382982767
"2822",11.64379388
"2823",11.94357393
"2824",10.114114
"2825",7.194670931
"2826",4.74235611
"2827",10.31897183
"2828",9.837515904
"2829",12.19604662
"2830",11.88985152
"2831",9.644986691
"2832",8.85909404
"2833",6.378238423
"2834",10.76962454
"2835",11.6268628
"2836",11.12543506
"2837",9.692617647
"2838",8.469677309
"2839",10.15261954
"2840",12.80034561
"2841",10.8834462
"2842",9.668024409
"2843",10.26242651
"2844",8.281623256
"2845",10.92006116
"2846",10.07592469
"2847",11.731499
"2848",9.949602122
"2849",9.482364268
"2850",6.668106833
"2851",10.30168927
"2852",8.57159022
"2853",10.18434178
"2854",8.456419686
"2855",12.46350413
"2856",6.91182274
"2857",10.46080539
"2858",12.30905118
"2859",7.274977673
"2860",7.316229181
"2861",8.44249942
"2862",9.900830724
"2863",8.26022344
"2864",5.394211459
"2865",9.237933585
"2866",9.064755652
"2867",11.87284706
"2868",12.01024832
"2869",8.062819574
"2870",5.586526135
"2871",8.69708596
"2872",10.53847236
"2873",10.81658483
"2874",9.186621587
"2875",7.401849408
"2876",9.881249346
"2877",11.96230256
"2878",7.9245019
"2879",9.093488091
"2880",8.631909272
"2881",10.29770979
"2882",11.06172071
"2883",9.4372205
"2884",10.92058496
"2885",11.74495113
"2886",9.287799917
"2887",7.819143451
"2888",13.29112592
"2889",6.151232967
"2890",8.822247566
"2891",7.319632631
"2892",8.542965337
"2893",6.178936015
"2894",8.008704402
"2895",9.53366375
"2896",7.044979242
"2897",11.83457255
"2898",7.152862259
"2899",8.179402601
"2900",7.405013627
"2901",11.22408972
"2902",7.904330698
"2903",8.570885459
"2904",10.62091343
"2905",6.763643693
"2906",8.031060079
"2907",4.716212373
"2908",11.49736399
"2909",11.76850686
"2910",13.20123899
"2911",7.965870834
"2912",7.289128344
"2913",8.305661694
"2914",8.016622839
"2915",6.965070893
"2916",11.4623357
"2917",9.053191871
"2918",8.617085162
"2919",6.870214378
"2920",9.728195797
"2921",11.00088041
"2922",7.963684367
"2923",9.679660577
"2924",6.614991671
"2925",11.06957868
"2926",11.31700359
"2927",10.97687922
"2928",4.889989063
"2929",12.32645044
"2930",7.590296405
"2931",10.44775695
"2932",9.415263458
"2933",11.51972466
"2934",10.37701741
"2935",8.548653808
"2936",12.64788655
"2937",9.919902196
"2938",8.614433903
"2939",7.428861503
"2940",11.02370275
"2941",8.607370809
"2942",8.13960879
"2943",12.0298277
"2944",10.99331692
"2945",14.36967356
"2946",10.96170172
"2947",11.30319499
"2948",7.659132941
"2949",11.19803089
"2950",8.928556459
"2951",7.673281325
"2952",8.841414002
"2953",11.52004807
"2954",6.049537372
"2955",8.217149468
"2956",11.28387283
"2957",8.021147073
"2958",10.84126824
"2959",12.50381146
"2960",6.916253617
"2961",7.491746171
"2962",9.418758505
"2963",12.09138678
"2964",11.55218094
"2965",10.96744323
"2966",8.74821931
"2967",12.14212843
"2968",8.899309894
"2969",9.249553487
"2970",7.616977533
"2971",10.98555343
"2972",6.905794559
"2973",12.93953405
"2974",6.323708502
"2975",10.07940526
"2976",10.20109371
"2977",9.905013188
"2978",10.62111937
"2979",11.25244186
"2980",10.25803104
"2981",8.93612156
"2982",6.202695985
"2983",10.63213581
"2984",11.20561225
"2985",8.800624116
"2986",9.853399697
"2987",9.818709891
"2988",14.02849995
"2989",12.29262003
"2990",7.831498271
"2991",12.18550273
"2992",10.67150636
"2993",11.45972831
"2994",9.427569374
"2995",13.93408235
"2996",7.201358923
"2997",8.065491588
"2998",8.465586468
"2999",7.4979891
"3000",9.161967892
"3001",9.01389907
"3002",8.204320358
"3003",9.378981393
"3004",8.215605317
"3005",8.83049413
"3006",11.54606249
"3007",11.4314721
"3008",12.65481798
"3009",10.17285443
"3010",11.49758133
"3011",10.54384517
"3012",9.744340258
"3013",8.353732254
"3014",8.042684278
"3015",6.825666351
"3016",10.38765603
"3017",10.11355184
"3018",9.133360773
"3019",8.25582773
"3020",12.00660662
"3021",8.817235998
"3022",10.09306071
"3023",7.289210484
"3024",11.22329449
"3025",6.310065499
"3026",14.43826307
"3027",9.190139401
"3028",5.87518624
"3029",10.11710293
"3030",9.959349516
"3031",8.888372241
"3032",8.4543522
"3033",11.26423284
"3034",6.09734721
"3035",10.04718011
"3036",9.074195858
"3037",11.51843216
"3038",8.98554408
"3039",8.105664813
"3040",11.3675521
"3041",7.264252434
"3042",9.308234947
"3043",9.360512157
"3044",10.53137487
"3045",14.48744455
"3046",7.533204323
"3047",11.62251985
"3048",11.04771407
"3049",8.212980788
"3050",8.639833893
"3051",4.709037077
"3052",10.40149472
"3053",9.354910562
"3054",8.586087786
"3055",7.702143549
"3056",10.1439064
"3057",6.450551632
"3058",10.15138348
"3059",8.228499926
"3060",8.864463114
"3061",10.13770077
"3062",7.008140191
"3063",9.444860415
"3064",7.136892981
"3065",11.04477474
"3066",9.069762136
"3067",5.651349199
"3068",8.255121469
"3069",9.778054618
"3070",8.657631256
"3071",9.364333571
"3072",7.378647504
"3073",11.29635399
"3074",8.800203907
"3075",10.92378356
"3076",9.935437839
"3077",6.906359824
"3078",9.240004213
"3079",7.590499578
"3080",9.822455326
"3081",8.756930749
"3082",9.503508085
"3083",12.79529502
"3084",5.636066149
"3085",9.027423481
"3086",11.14675981
"3087",9.624164626
"3088",7.229697906
"3089",7.721558122
"3090",9.856000671
"3091",7.524796662
"3092",6.471201999
"3093",12.21879903
"3094",10.10557803
"3095",9.199488323
"3096",7.25875109
"3097",5.462299408
"3098",5.936405245
"3099",10.12708727
"3100",7.170730213
"3101",9.533510014
"3102",12.68811757
"3103",10.89947924
"3104",12.49588045
"3105",5.788157411
"3106",10.57787437
"3107",10.02719014
"3108",9.440555463
"3109",5.784762145
"3110",4.730700478
"3111",10.22031516
"3112",11.51263061
"3113",12.00651731
"3114",6.900403461
"3115",8.689638036
"3116",10.67419832
"3117",7.343536534
"3118",7.256343849
"3119",14.93875819
"3120",10.92301072
"3121",10.81610319
"3122",8.580476131
"3123",10.10225453
"3124",6.16970413
"3125",7.152820096
"3126",10.28096388
"3127",12.12910429
"3128",11.01414101
"3129",13.48289051
"3130",11.2116208
"3131",9.126506966
"3132",10.19764844
"3133",7.645822464
"3134",9.791053058
"3135",8.801394898
"3136",9.027272208
"3137",9.403580386
"3138",7.160834472
"3139",6.905874397
"3140",13.63735862
"3141",12.62988306
"3142",6.677565287
"3143",9.080545803
"3144",8.734527754
"3145",10.29104851
"3146",9.744103448
"3147",7.687224389
"3148",10.78487674
"3149",6.206843749
"3150",10.47277267
"3151",9.876274056
"3152",12.63719971
"3153",12.93978669
"3154",9.941543991
"3155",11.707622
"3156",7.425123468
"3157",9.023926144
"3158",11.40549134
"3159",9.363757458
"3160",6.603298375
"3161",11.09118536
"3162",12.5385853
"3163",10.36671428
"3164",5.593198239
"3165",6.811243831
"3166",7.309587986
"3167",8.466731667
"3168",7.713517392
"3169",7.997437588
"3170",9.797477856
"3171",8.870673697
"3172",10.37280051
"3173",11.68729883
"3174",6.486719385
"3175",9.200835771
"3176",6.621219187
"3177",14.66082028
"3178",10.60181633
"3179",9.736874045
"3180",7.24978714
"3181",10.47325268
"3182",8.069842505
"3183",12.65237931
"3184",10.33157396
"3185",12.29926037
"3186",10.79449451
"3187",12.77469101
"3188",10.32550826
"3189",10.24278521
"3190",8.332434521
"3191",7.976788171
"3192",10.62216176
"3193",9.239715345
"3194",12.43302477
"3195",11.06451654
"3196",9.347046274
"3197",9.517751902
"3198",14.27080852
"3199",10.15719594
"3200",14.51828009
"3201",9.394805723
"3202",13.07887998
"3203",8.893111153
"3204",6.64285383
"3205",6.277691378
"3206",10.34648354
"3207",5.139455252
"3208",10.79962017
"3209",7.388804271
"3210",9.20463328
"3211",11.57259748
"3212",11.96969256
"3213",10.78913437
"3214",9.633661172
"3215",7.047815843
"3216",8.453483515
"3217",9.17506684
"3218",7.765885615
"3219",9.848050406
"3220",6.281975093
"3221",7.857321476
"3222",8.587717558
"3223",9.672819119
"3224",8.985993941
"3225",11.85256667
"3226",10.26554368
"3227",11.83812207
"3228",7.429541837
"3229",10.76668938
"3230",11.69285766
"3231",10.64451181
"3232",9.551220317
"3233",8.437108923
"3234",3.409234293
"3235",8.152449421
"3236",10.93832141
"3237",5.3311601
"3238",6.941987461
"3239",11.89111571
"3240",11.14246369
"3241",7.830542248
"3242",8.479791172
"3243",8.582442012
"3244",6.265582977
"3245",8.909307466
"3246",8.932894057
"3247",9.896804219
"3248",11.68325971
"3249",12.05959612
"3250",9.109282277
"3251",6.86993715
"3252",9.823397399
"3253",9.96209615
"3254",10.91246103
"3255",7.546037677
"3256",10.45124972
"3257",10.91599145
"3258",14.67347193
"3259",10.07239539
"3260",7.57381087
"3261",10.68004265
"3262",9.247841768
"3263",10.09129377
"3264",12.74244847
"3265",7.526514393
"3266",8.116282144
"3267",6.001252005
"3268",9.743095982
"3269",10.6559916
"3270",11.99502199
"3271",11.92577759
"3272",10.36142073
"3273",11.06699548
"3274",8.960889833
"3275",6.659098903
"3276",12.74191642
"3277",7.688126747
"3278",10.38250908
"3279",10.94786208
"3280",7.025676004
"3281",7.114569797
"3282",7.316809696
"3283",8.631366072
"3284",5.261563893
"3285",11.01309422
"3286",9.685116286
"3287",11.51939778
"3288",6.636657969
"3289",9.361413315
"3290",9.373895939
"3291",7.661140851
"3292",10.14364269
"3293",8.397469387
"3294",7.67262227
"3295",10.22695978
"3296",12.05238053
"3297",9.774609714
"3298",7.890515281
"3299",9.73790237
"3300",8.167220013
"3301",9.705562125
"3302",11.9116412
"3303",9.80655692
"3304",8.297801198
"3305",9.905728175
"3306",14.22772599
"3307",12.06953631
"3308",10.86154843
"3309",9.84975897
"3310",7.146376232
"3311",7.270366139
"3312",11.19577271
"3313",11.38260232
"3314",10.89104953
"3315",8.546731723
"3316",11.38253321
"3317",9.286673784
"3318",9.117333821
"3319",8.905602577
"3320",11.21201488
"3321",8.135238794
"3322",6.573592558
"3323",10.80292089
"3324",8.691621868
"3325",11.17939376
"3326",5.67627505
"3327",10.15641399
"3328",6.762505375
"3329",10.5164702
"3330",12.74118636
"3331",7.784885311
"3332",9.128823158
"3333",10.66893358
"3334",5.486483906
"3335",9.796783063
"3336",9.849213037
"3337",8.105634995
"3338",11.78003877
"3339",8.169041237
"3340",10.5614609
"3341",7.425360026
"3342",8.942342526
"3343",7.615464751
"3344",6.783123466
"3345",7.129119331
"3346",12.63461197
"3347",11.57150842
"3348",7.730984708
"3349",15.26920542
"3350",11.11109885
"3351",9.940893781
"3352",9.438815193
"3353",10.77475438
"3354",10.1911762
"3355",10.2675292
"3356",8.284017935
"3357",10.08350105
"3358",12.65996344
"3359",10.96989542
"3360",6.905827401
"3361",8.124709585
"3362",9.307261047
"3363",10.11689705
"3364",11.70189558
"3365",9.740174487
"3366",7.825097899
"3367",10.10870535
"3368",7.350591112
"3369",12.3436713
"3370",10.50353045
"3371",8.851410239
"3372",8.044987096
"3373",7.723747163
"3374",8.352937269
"3375",8.704861462
"3376",7.451627113
"3377",11.9379212
"3378",11.09119434
"3379",10.66193351
"3380",13.14975087
"3381",12.41992125
"3382",5.988205196
"3383",8.483666248
"3384",7.532324893
"3385",10.63863419
"3386",7.4321212
"3387",6.750334979
"3388",8.129524497
"3389",13.24539425
"3390",6.491532348
"3391",11.35609582
"3392",11.75508114
"3393",10.38513412
"3394",7.573333526
"3395",9.681649
"3396",7.582635644
"3397",8.453050402
"3398",9.592029362
"3399",11.98756468
"3400",9.001812523
"3401",9.564582742
"3402",8.928917072
"3403",8.86516608
"3404",11.37118926
"3405",9.792029111
"3406",10.74936365
"3407",8.477128317
"3408",8.114301919
"3409",6.425931142
"3410",10.22387291
"3411",9.739459429
"3412",11.30771576
"3413",8.73741475
"3414",13.60949428
"3415",8.800036765
"3416",9.644407916
"3417",10.43468401
"3418",6.056736315
"3419",9.333998778
"3420",9.961940835
"3421",9.046206741
"3422",8.317615891
"3423",11.45236192
"3424",10.69025609
"3425",5.71770435
"3426",9.498085187
"3427",10.05055785
"3428",9.072185921
"3429",12.53742098
"3430",9.904374531
"3431",12.67937261
"3432",8.555059454
"3433",5.876957179
"3434",10.67265833
"3435",5.683926519
"3436",8.863745044
"3437",8.176674885
"3438",5.912675415
"3439",10.47112486
"3440",6.977212477
"3441",10.69340313
"3442",11.72360579
"3443",7.993404534
"3444",10.88506679
"3445",9.788602344
"3446",7.343391417
"3447",7.304395291
"3448",9.700830457
"3449",10.9083368
"3450",11.04751572
"3451",10.08825299
"3452",7.961817429
"3453",11.8442953
"3454",11.24974622
"3455",5.392112409
"3456",7.710110894
"3457",10.70366459
"3458",7.148097415
"3459",8.641357452
"3460",11.43785379
"3461",7.859567223
"3462",6.816627075
"3463",10.75258169
"3464",8.729702662
"3465",12.38656129
"3466",9.735297293
"3467",8.746920577
"3468",11.98300572
"3469",6.147250737
"3470",12.24265595
"3471",7.786564099
"3472",7.455799279
"3473",7.775116407
"3474",7.826030961
"3475",9.395258377
"3476",10.72132139
"3477",10.56412902
"3478",11.77385104
"3479",13.26979446
"3480",8.457762035
"3481",8.711690353
"3482",9.586128146
"3483",12.17071543
"3484",13.87036878
"3485",7.140728274
"3486",4.608233274
"3487",6.817267319
"3488",7.953292874
"3489",12.39732138
"3490",8.348657725
"3491",8.503942274
"3492",12.48855697
"3493",9.398650277
"3494",8.221234194
"3495",8.566745885
"3496",11.68913115
"3497",10.2402428
"3498",11.731499
"3499",7.312626512
"3500",9.547130684
"3501",9.498426579
"3502",7.230132992
"3503",6.272029689
"3504",11.44548664
"3505",8.913364833
"3506",10.35992622
"3507",10.18535255
"3508",8.730536461
"3509",15.63172189
"3510",8.835693715
"3511",8.405656474
"3512",8.218609964
"3513",8.263966891
"3514",9.153901271
"3515",9.715759913
"3516",10.23500435
"3517",6.28927632
"3518",5.614548419
"3519",9.462968835
"3520",10.94397318
"3521",9.603940344
"3522",9.437215916
"3523",13.04297308
"3524",5.720531989
"3525",8.342500302
"3526",8.690284316
"3527",9.768395488
"3528",6.324571547
"3529",8.490841132
"3530",9.502561075
"3531",9.66596651
"3532",9.413729147
"3533",9.657871587
"3534",9.887279914
"3535",11.28814511
"3536",9.96693772
"3537",11.31730839
"3538",7.935800048
"3539",8.35153707
"3540",8.401436083
"3541",6.169281702
"3542",11.63624693
"3543",9.059928908
"3544",10.63862001
"3545",8.041263825
"3546",10.28380218
"3547",10.08253172
"3548",8.535346107
"3549",10.31809664
"3550",8.402161491
"3551",6.300619218
"3552",12.13071873
"3553",8.247561374
"3554",11.76336731
"3555",8.138114206
"3556",10.72373092
"3557",9.763804493
"3558",13.25698189
"3559",10.23213601
"3560",12.43178167
"3561",13.2557582
"3562",13.59742325
"3563",7.355221187
"3564",9.491741846
"3565",9.868202084
"3566",8.923708236
"3567",5.681845057
"3568",6.191403211
"3569",12.41099973
"3570",11.96319188
"3571",7.884097317
"3572",6.733412871
"3573",8.098730391
"3574",4.652558044
"3575",11.4463437
"3576",10.99778494
"3577",12.09538457
"3578",11.22965433
"3579",7.81920261
"3580",8.539982709
"3581",11.22170863
"3582",6.810958236
"3583",10.61617685
"3584",7.458250854
"3585",11.40674378
"3586",8.186622629
"3587",8.851525477
"3588",8.696186034
"3589",9.9334808
"3590",8.764650681
"3591",10.01763231
"3592",8.271501198
"3593",9.539010756
"3594",12.66507647
"3595",7.764997933
"3596",5.010237715
"3597",9.571917066
"3598",8.739707664
"3599",10.16535593
"3600",12.19648579
"3601",10.65300239
"3602",7.830888785
"3603",10.4333207
"3604",6.0933683
"3605",9.391461728
"3606",7.197413789
"3607",7.321204185
"3608",6.352098605
"3609",12.04546977
"3610",9.762614041
"3611",12.81923451
"3612",8.886234666
"3613",8.755584038
"3614",10.37034792
"3615",8.206204813
"3616",8.219496339
"3617",10.47855666
"3618",9.224652387
"3619",8.716826082
"3620",12.18311624
"3621",9.513505561
"3622",9.144532735
"3623",7.639273577
"3624",9.476740673
"3625",8.828759769
"3626",9.93088416
"3627",11.72449509
"3628",7.638295358
"3629",9.150883131
"3630",8.810324849
"3631",10.25669388
"3632",10.20457674
"3633",6.927352467
"3634",9.953903942
"3635",11.79074345
"3636",9.694862246
"3637",7.441170863
"3638",13.0986517
"3639",7.598731934
"3640",8.58850436
"3641",11.61898021
"3642",8.481362849
"3643",14.65752189
"3644",8.082283693
"3645",8.721429951
"3646",8.164111166
"3647",8.519339815
"3648",8.888521735
"3649",7.312445547
"3650",8.974382101
"3651",12.18550273
"3652",8.508242044
"3653",8.050666989
"3654",12.31523071
"3655",9.4159349
"3656",8.113541575
"3657",9.09752538
"3658",10.18851739
"3659",7.896422988
"3660",7.754855935
"3661",7.730891771
"3662",6.654139164
"3663",7.313977377
"3664",7.815982161
"3665",10.28127194
"3666",6.114183335
"3667",8.283844334
"3668",7.514579929
"3669",8.757057507
"3670",9.860881639
"3671",12.59273891
"3672",10.65211491
"3673",9.949109225
"3674",12.7183985
"3675",9.062164469
"3676",8.776944015
"3677",7.758816778
"3678",14.83820664
"3679",9.233522604
"3680",12.54371561
"3681",11.40577374
"3682",9.348769736
"3683",10.86571152
"3684",11.77121326
"3685",10.49252638
"3686",6.188899138
"3687",5.843107249
"3688",12.35065035
"3689",8.737479557
"3690",12.85409503
"3691",8.822330723
"3692",12.68329132
"3693",8.941450673
"3694",9.466874032
"3695",6.318106045
"3696",10.40546756
"3697",11.83531256
"3698",10.32279728
"3699",11.2402844
"3700",9.68849494
"3701",9.549502678
"3702",6.868832815
"3703",5.428583342
"3704",11.58160478
"3705",8.930515366
"3706",7.863094601
"3707",10.31979938
"3708",11.63988529
"3709",9.66850762
"3710",6.992717984
"3711",9.556303274
"3712",8.058098417
"3713",9.40279683
"3714",12.87177474
"3715",9.198397893
"3716",7.861355622
"3717",7.731669873
"3718",9.615137409
"3719",5.08186699
"3720",8.889469014
"3721",9.648869139
"3722",12.12880988
"3723",10.03380486
"3724",7.202277806
"3725",7.961502451
"3726",13.22920909
"3727",6.300601988
"3728",8.993948808
"3729",8.59793296
"3730",9.171195408
"3731",9.343330639
"3732",2.712415186
"3733",10.70133272
"3734",10.5398244
"3735",8.765961304
"3736",9.005330326
"3737",4.82501856
"3738",9.330893541
"3739",10.80977367
"3740",10.59706638
"3741",12.78165179
"3742",10.67017277
"3743",12.71978356
"3744",11.00440102
"3745",7.705127061
"3746",5.876731622
"3747",11.99890109
"3748",6.372665856
"3749",11.56298826
"3750",7.912862283
"3751",10.35367823
"3752",5.567639772
"3753",9.729421126
"3754",7.789552579
"3755",11.91410631
"3756",10.53917748
"3757",8.215453312
"3758",5.811300768
"3759",12.21320883
"3760",10.40006525
"3761",10.4017361
"3762",6.728074039
"3763",9.408640833
"3764",9.813722882
"3765",10.8588427
"3766",11.05616892
"3767",5.577679423
"3768",9.1186972
"3769",9.673833227
"3770",10.3097531
"3771",6.787926267
"3772",8.555442755
"3773",12.1392258
"3774",7.456195229
"3775",8.833324811
"3776",8.675182197
"3777",7.438952052
"3778",10.73156995
"3779",5.593929324
"3780",12.32122498
"3781",4.888034433
"3782",9.999642329
"3783",9.235383749
"3784",13.80401299
"3785",9.410388786
"3786",7.652019667
"3787",10.54559453
"3788",9.221298985
"3789",7.98731886
"3790",8.70267431
"3791",11.78780707
"3792",10.76671818
"3793",11.74671352
"3794",7.22865321
"3795",8.472606351
"3796",11.54967734
"3797",10.71902374
"3798",12.99886349
"3799",9.498648148
"3800",9.057938534
"3801",10.29833791
"3802",6.327507094
"3803",12.29774107
"3804",9.393366439
"3805",10.6586019
"3806",7.765921486
"3807",8.183200224
"3808",10.20577998
"3809",9.531182606
"3810",8.849003498
"3811",6.274387037
"3812",9.763072504
"3813",11.4582738
"3814",9.076384665
"3815",7.918862906
"3816",8.55695066
"3817",9.474625032
"3818",8.209458943
"3819",10.82002364
"3820",11.57165506
"3821",11.67193298
"3822",8.783549039
"3823",9.886468548
"3824",10.24924553
"3825",11.00473075
"3826",8.773994671
"3827",7.238272883
"3828",6.303334441
"3829",9.167882034
"3830",9.305543459
"3831",11.70006343
"3832",10.50012843
"3833",9.849571948
"3834",8.187297866
"3835",8.524527819
"3836",10.7740993
"3837",7.072248148
"3838",6.412948478
"3839",10.32708482
"3840",7.918862461
"3841",10.81616841
"3842",9.870687318
"3843",11.54614857
"3844",10.16997013
"3845",9.086926176
"3846",10.22982575
"3847",11.67406001
"3848",5.699579099
"3849",8.200751957
"3850",8.887424206
"3851",7.138837783
"3852",10.4624203
"3853",12.23588754
"3854",7.954203971
"3855",13.67539862
"3856",11.42674643
"3857",11.54168945
"3858",9.282781254
"3859",8.713156547
"3860",11.51755817
"3861",5.916279914
"3862",8.302504959
"3863",8.774223416
